tender_id,client,category,estimated_value_omr,competitor_count,margin_percent,icv_score,omanization_percent,won
OM-HIST-21871,Ministry of Transport,IT Services,45722,10,31.79,25.94,65.19,0
OM-HIST-21872,PDO,Construction,241797,8,26.17,41.09,48.19,1
OM-HIST-21873,Nama Group,IT Services,5795372,15,34.28,21.53,78.22,0
OM-HIST-21874,OQ,Construction,190591,13,29.49,17.1,93.56,0
OM-HIST-21875,PDO,Electrical Substation,191138,3,5.64,51.82,47.57,1
OM-HIST-21876,Royal Oman Police,Construction,508914,15,33.95,12.99,85.55,0
OM-HIST-21877,Ministry of Health,Oil & Gas Infrastructure,251814,15,16.48,32.2,44.59,0
OM-HIST-21878,PDO,Electrical Substation,170437,10,6.57,25.26,65.2,1
OM-HIST-21879,Ministry of Health,Oil & Gas Infrastructure,116159,11,27.63,26.81,83.83,0
OM-HIST-21880,OQ,Medical Supplies,1180118,5,27.72,27.05,83.9,0
OM-HIST-21881,PDO,Electrical Substation,400440,14,26.88,46.77,33.71,1
OM-HIST-21882,Nama Group,Electrical Substation,54035,13,32.97,24.37,94.41,0
OM-HIST-21883,PDO,Electrical Substation,258266,11,26.58,48.45,46.91,0
OM-HIST-21884,Nama Group,Electrical Substation,448972,13,34.78,21.91,89.0,0
OM-HIST-21885,Nama Group,Construction,139665,3,34.96,48.57,49.23,0
OM-HIST-21886,Ministry of Health,Oil & Gas Infrastructure,156353,11,13.23,23.44,46.28,0
OM-HIST-21887,Ministry of Transport,Medical Supplies,66188,2,8.73,38.42,50.86,1
OM-HIST-21888,Ministry of Transport,IT Services,259044,9,18.88,32.0,60.32,0
OM-HIST-21889,Ministry of Transport,Electrical Substation,38228,12,30.33,20.89,33.81,0
OM-HIST-21890,PDO,Construction,20000,11,21.54,57.66,58.63,1
OM-HIST-21891,OQ,Construction,87665,6,31.07,16.36,70.97,0
OM-HIST-21892,Nama Group,Medical Supplies,20000,12,6.49,15.72,32.5,0
OM-HIST-21893,Ministry of Health,Electrical Substation,244906,11,14.52,37.67,44.82,0
OM-HIST-21894,OQ,Construction,60620,6,5.48,52.25,85.21,1
OM-HIST-21895,PDO,Oil & Gas Infrastructure,837486,11,12.04,15.46,62.95,0
OM-HIST-21896,PDO,Oil & Gas Infrastructure,279718,5,11.12,38.52,83.89,1
OM-HIST-21897,PDO,Oil & Gas Infrastructure,1128204,12,17.79,24.15,31.61,0
OM-HIST-21898,Nama Group,Construction,352218,7,34.25,54.87,54.36,0
OM-HIST-21899,OQ,Construction,20000,11,5.93,28.42,48.91,1
OM-HIST-21900,Nama Group,Medical Supplies,449464,2,8.19,20.57,50.35,1
OM-HIST-21901,Ministry of Transport,Medical Supplies,1845353,14,22.44,27.2,43.97,0
OM-HIST-21902,Nama Group,Oil & Gas Infrastructure,874382,12,26.79,29.05,94.86,0
OM-HIST-21903,PDO,Oil & Gas Infrastructure,1724764,5,21.96,59.89,70.97,1
OM-HIST-21904,OQ,Medical Supplies,91349,13,8.64,53.92,81.88,1
OM-HIST-21905,Ministry of Transport,Medical Supplies,183388,10,18.23,23.46,84.34,1
OM-HIST-21906,Nama Group,IT Services,512326,7,12.29,48.38,53.53,0
OM-HIST-21907,Ministry of Transport,Oil & Gas Infrastructure,110641,13,12.23,46.64,87.21,1
OM-HIST-21908,PDO,Construction,20000,10,20.17,55.73,72.47,0
OM-HIST-21909,PDO,Electrical Substation,108161,14,17.57,38.47,83.74,1
OM-HIST-21910,Nama Group,Medical Supplies,110165,5,28.29,30.38,68.01,0
OM-HIST-21911,PDO,Construction,20000,14,13.61,25.69,35.3,0
OM-HIST-21912,Royal Oman Police,IT Services,37172,11,19.83,54.07,42.88,1
OM-HIST-21913,Nama Group,Electrical Substation,827610,2,10.0,30.93,79.76,1
OM-HIST-21914,OQ,Electrical Substation,20000,13,8.03,53.47,84.2,1
OM-HIST-21915,Nama Group,IT Services,72537,3,8.97,53.34,89.71,1
OM-HIST-21916,PDO,Construction,1022954,4,17.07,37.85,76.28,1
OM-HIST-21917,Nama Group,Construction,51143,11,23.26,15.39,76.94,1
OM-HIST-21918,PDO,Construction,639056,9,32.32,41.54,78.15,0
OM-HIST-21919,Royal Oman Police,Electrical Substation,96685,13,9.04,19.17,79.79,0
OM-HIST-21920,PDO,Medical Supplies,269630,3,9.57,10.39,68.55,1
OM-HIST-21921,PDO,Electrical Substation,20000,8,14.61,18.84,76.96,0
OM-HIST-21922,Ministry of Health,Oil & Gas Infrastructure,240682,5,13.92,27.06,66.67,0
OM-HIST-21923,PDO,Medical Supplies,107774,10,30.32,31.33,50.98,0
OM-HIST-21924,Nama Group,IT Services,895113,4,6.26,57.25,87.35,0
OM-HIST-21925,Ministry of Transport,Electrical Substation,209264,10,13.35,53.98,50.43,1
OM-HIST-21926,Ministry of Transport,IT Services,46926,3,13.64,34.33,44.54,1
OM-HIST-21927,OQ,Construction,20000,11,27.6,56.23,73.32,0
OM-HIST-21928,Royal Oman Police,IT Services,63403,10,30.16,47.74,31.78,0
OM-HIST-21929,Nama Group,Medical Supplies,122349,10,28.97,10.33,84.11,0
OM-HIST-21930,OQ,IT Services,426763,6,33.25,38.56,77.59,0
OM-HIST-21931,OQ,Electrical Substation,25251,6,32.54,45.81,89.75,1
OM-HIST-21932,Ministry of Health,Electrical Substation,137690,9,12.89,53.23,94.55,0
OM-HIST-21933,PDO,Oil & Gas Infrastructure,310968,7,29.11,47.21,44.46,1
OM-HIST-21934,OQ,IT Services,317839,10,15.06,32.67,77.81,0
OM-HIST-21935,Royal Oman Police,Oil & Gas Infrastructure,405592,13,25.64,54.61,32.49,0
OM-HIST-21936,PDO,Medical Supplies,437814,7,10.71,37.91,84.45,1
OM-HIST-21937,OQ,Oil & Gas Infrastructure,575759,5,9.11,28.81,91.31,1
OM-HIST-21938,Royal Oman Police,Construction,89324,9,9.54,50.69,77.68,1
OM-HIST-21939,Nama Group,IT Services,22113,12,31.28,57.54,85.72,0
OM-HIST-21940,Nama Group,Oil & Gas Infrastructure,837481,8,7.02,37.89,43.56,1
OM-HIST-21941,PDO,Electrical Substation,233150,13,12.89,29.01,67.95,0
OM-HIST-21942,PDO,Electrical Substation,178686,10,24.71,19.0,49.51,0
OM-HIST-21943,OQ,Construction,27401,12,19.55,49.84,55.49,1
OM-HIST-21944,Nama Group,Electrical Substation,163728,6,7.9,15.62,87.26,1
OM-HIST-21945,PDO,Construction,20000,8,34.08,26.27,73.06,1
OM-HIST-21946,Ministry of Transport,Electrical Substation,21999,7,24.82,27.38,55.88,1
OM-HIST-21947,PDO,Electrical Substation,51726,15,29.14,34.46,56.78,0
OM-HIST-21948,Ministry of Health,Construction,62860,6,20.22,54.49,80.88,1
OM-HIST-21949,OQ,Construction,69184,6,25.25,30.56,82.59,0
OM-HIST-21950,PDO,Construction,20000,2,13.05,46.41,52.09,1
OM-HIST-21951,Royal Oman Police,Construction,124692,9,17.29,38.63,40.82,1
OM-HIST-21952,OQ,Oil & Gas Infrastructure,20000,11,23.32,16.46,65.08,0
OM-HIST-21953,PDO,Oil & Gas Infrastructure,191106,14,16.38,49.02,51.66,1
OM-HIST-21954,PDO,Medical Supplies,304936,3,24.65,35.93,53.54,1
OM-HIST-21955,OQ,IT Services,271777,15,21.07,52.99,44.91,0
OM-HIST-21956,PDO,Construction,57158,7,17.4,37.65,46.17,1
OM-HIST-21957,PDO,Oil & Gas Infrastructure,505598,14,33.21,15.13,55.87,0
OM-HIST-21958,Nama Group,IT Services,451610,6,14.04,21.5,80.21,1
OM-HIST-21959,PDO,Construction,263010,13,8.71,49.2,72.59,1
OM-HIST-21960,Nama Group,Construction,139757,15,7.55,13.69,76.94,0
OM-HIST-21961,Nama Group,Electrical Substation,703667,2,5.44,51.51,69.32,1
OM-HIST-21962,OQ,Medical Supplies,129112,14,16.73,51.57,85.85,0
OM-HIST-21963,PDO,Electrical Substation,154062,10,27.3,25.11,59.83,0
OM-HIST-21964,OQ,Medical Supplies,159796,9,16.3,31.48,44.45,1
OM-HIST-21965,OQ,Construction,252787,9,13.53,45.14,62.93,1
OM-HIST-21966,Nama Group,Electrical Substation,185152,13,16.81,28.64,65.53,1
OM-HIST-21967,Ministry of Health,IT Services,92962,11,34.26,29.87,45.09,0
OM-HIST-21968,Ministry of Transport,Medical Supplies,20000,3,24.28,26.62,82.63,0
OM-HIST-21969,PDO,Oil & Gas Infrastructure,78946,10,10.08,53.24,61.84,1
OM-HIST-21970,Nama Group,IT Services,961520,8,23.49,33.68,77.0,1
OM-HIST-21971,Royal Oman Police,IT Services,20000,2,28.02,22.6,50.24,0
OM-HIST-21972,Royal Oman Police,IT Services,20726,2,14.64,38.27,56.42,1
OM-HIST-21973,PDO,IT Services,87856,14,21.87,34.44,62.49,0
OM-HIST-21974,Nama Group,IT Services,20000,7,18.84,34.15,66.06,0
OM-HIST-21975,Nama Group,Oil & Gas Infrastructure,134212,3,17.77,13.88,38.27,1
OM-HIST-21976,Nama Group,Medical Supplies,1744376,13,8.64,19.87,86.53,1
OM-HIST-21977,Ministry of Transport,Electrical Substation,208585,9,10.12,50.16,61.67,0
OM-HIST-21978,Royal Oman Police,Medical Supplies,253556,8,16.98,24.84,58.31,1
OM-HIST-21979,OQ,Construction,33629,10,14.67,54.48,66.65,1
OM-HIST-21980,PDO,Construction,50000,10,25.55,50.14,91.88,0
OM-HIST-21981,PDO,Medical Supplies,199455,6,19.16,20.53,51.46,0
OM-HIST-21982,Nama Group,IT Services,111511,4,20.73,51.47,30.64,1
OM-HIST-21983,Nama Group,IT Services,346928,9,7.01,58.85,50.27,1
OM-HIST-21984,OQ,Oil & Gas Infrastructure,408876,10,18.76,14.74,70.62,0
OM-HIST-21985,PDO,Oil & Gas Infrastructure,53161,7,24.09,54.17,52.42,1
OM-HIST-21986,PDO,IT Services,64105,6,13.53,55.58,57.7,1
OM-HIST-21987,PDO,Construction,871480,11,28.01,56.72,66.47,0
OM-HIST-21988,PDO,IT Services,117070,3,22.78,15.15,44.07,1
OM-HIST-21989,Ministry of Health,Medical Supplies,1170875,3,8.8,36.12,71.91,1
OM-HIST-21990,Royal Oman Police,Medical Supplies,325181,14,30.6,40.24,92.83,0
OM-HIST-21991,OQ,Medical Supplies,33407,12,32.28,20.47,30.17,0
OM-HIST-21992,Nama Group,IT Services,429767,3,32.89,40.75,39.32,0
OM-HIST-21993,Nama Group,Oil & Gas Infrastructure,1020622,7,7.33,58.49,38.9,0
OM-HIST-21994,PDO,Electrical Substation,2079079,12,19.15,25.13,79.4,0
OM-HIST-21995,Nama Group,Electrical Substation,77813,8,28.22,45.31,53.07,0
OM-HIST-21996,Nama Group,Construction,1435296,10,7.35,40.27,43.9,1
OM-HIST-21997,PDO,Construction,147951,13,9.29,31.86,58.71,0
OM-HIST-21998,Ministry of Transport,Construction,517183,12,8.61,54.99,72.39,1
OM-HIST-21999,OQ,Construction,33918,15,18.98,43.5,77.35,1
OM-HIST-22000,Ministry of Transport,Medical Supplies,295768,5,16.47,18.95,78.6,1
OM-HIST-22001,Royal Oman Police,Electrical Substation,170627,7,20.78,10.28,50.18,1
OM-HIST-22002,Nama Group,Construction,83247,6,20.08,10.65,47.75,0
OM-HIST-22003,Nama Group,Electrical Substation,162076,8,6.32,44.77,46.45,1
OM-HIST-22004,PDO,Medical Supplies,79476,15,5.91,45.9,60.6,1
OM-HIST-22005,OQ,Electrical Substation,59741,9,10.21,47.5,72.09,1
OM-HIST-22006,Nama Group,Oil & Gas Infrastructure,254119,2,16.09,40.65,76.37,0
OM-HIST-22007,Nama Group,IT Services,1915161,15,30.53,14.14,84.21,0
OM-HIST-22008,OQ,Electrical Substation,91782,12,26.32,25.71,85.76,0
OM-HIST-22009,OQ,IT Services,964358,12,23.42,10.83,84.42,0
OM-HIST-22010,OQ,Construction,227891,13,10.08,59.31,76.94,1
OM-HIST-22011,PDO,Oil & Gas Infrastructure,879755,12,17.1,51.89,73.53,1
OM-HIST-22012,Ministry of Transport,Medical Supplies,20000,4,26.87,14.2,58.82,0
OM-HIST-22013,PDO,IT Services,118088,13,20.16,18.65,78.54,0
OM-HIST-22014,Ministry of Health,Oil & Gas Infrastructure,126313,6,13.21,27.53,52.19,1
OM-HIST-22015,PDO,Oil & Gas Infrastructure,626562,11,32.91,14.41,89.67,0
OM-HIST-22016,Ministry of Transport,Oil & Gas Infrastructure,214421,4,14.53,41.33,31.31,1
OM-HIST-22017,Nama Group,Oil & Gas Infrastructure,772903,5,24.14,33.02,87.02,0
OM-HIST-22018,OQ,Construction,50776,15,25.43,57.13,86.2,0
OM-HIST-22019,PDO,IT Services,292303,6,6.6,45.3,41.57,1
OM-HIST-22020,PDO,Construction,3239062,8,11.78,19.41,87.43,1
OM-HIST-22021,PDO,Construction,2134752,6,25.93,23.23,61.84,0
OM-HIST-22022,Ministry of Transport,Construction,1517526,14,24.25,32.48,71.02,0
OM-HIST-22023,PDO,Oil & Gas Infrastructure,53597,15,22.56,17.79,66.97,0
OM-HIST-22024,Royal Oman Police,Electrical Substation,680168,7,24.38,44.1,48.76,1
OM-HIST-22025,PDO,Medical Supplies,3711955,10,29.9,49.71,35.9,0
OM-HIST-22026,Ministry of Health,Construction,100787,5,19.03,11.57,37.49,0
OM-HIST-22027,Ministry of Transport,IT Services,20000,9,9.19,39.34,54.2,1
OM-HIST-22028,OQ,Medical Supplies,1791532,2,14.67,15.23,53.33,0
OM-HIST-22029,OQ,IT Services,1427870,8,19.26,26.83,88.69,1
OM-HIST-22030,Ministry of Health,Construction,20000,6,9.88,37.34,78.88,1
OM-HIST-22031,PDO,Medical Supplies,740745,9,22.81,44.72,77.51,1
OM-HIST-22032,OQ,IT Services,90546,6,26.7,40.05,61.37,0
OM-HIST-22033,OQ,Oil & Gas Infrastructure,164562,5,27.9,55.04,62.95,0
OM-HIST-22034,PDO,Construction,1300461,11,17.02,11.43,63.29,0
OM-HIST-22035,Ministry of Health,Medical Supplies,20000,13,33.29,19.92,93.21,0
OM-HIST-22036,Nama Group,IT Services,955385,12,14.99,58.0,93.07,1
OM-HIST-22037,OQ,IT Services,22506,14,15.38,29.8,59.94,0
OM-HIST-22038,Ministry of Transport,IT Services,32004,4,14.04,14.02,45.35,1
OM-HIST-22039,Ministry of Health,Oil & Gas Infrastructure,39074,13,12.34,44.24,84.97,1
OM-HIST-22040,Nama Group,Electrical Substation,68534,4,15.34,33.54,74.64,0
OM-HIST-22041,OQ,Electrical Substation,1069518,12,16.29,33.17,45.78,0
OM-HIST-22042,OQ,Electrical Substation,72886,4,14.55,56.76,55.99,1
OM-HIST-22043,Nama Group,Construction,267659,15,25.24,53.63,68.8,0
OM-HIST-22044,Nama Group,Construction,249720,9,25.1,58.51,31.75,0
OM-HIST-22045,Royal Oman Police,IT Services,89335,14,12.05,28.11,62.59,1
OM-HIST-22046,Ministry of Transport,Medical Supplies,127589,14,16.95,13.86,44.95,0
OM-HIST-22047,OQ,Oil & Gas Infrastructure,177647,5,14.06,14.64,54.96,0
OM-HIST-22048,OQ,IT Services,5540846,6,14.33,43.76,61.24,1
OM-HIST-22049,Ministry of Transport,Electrical Substation,51012,4,9.91,44.12,84.23,1
OM-HIST-22050,Ministry of Transport,Oil & Gas Infrastructure,20000,7,25.58,15.07,86.06,0
OM-HIST-22051,PDO,Oil & Gas Infrastructure,588366,4,14.57,38.73,54.96,1
OM-HIST-22052,PDO,Electrical Substation,280027,12,33.8,30.09,80.14,0
OM-HIST-22053,Royal Oman Police,Construction,319893,13,24.02,40.18,82.16,0
OM-HIST-22054,OQ,Construction,63502,14,19.21,26.75,64.78,0
OM-HIST-22055,PDO,IT Services,84896,8,20.95,29.17,73.86,1
OM-HIST-22056,PDO,Construction,381258,13,22.7,19.88,82.83,0
OM-HIST-22057,PDO,Electrical Substation,83121,8,6.46,24.09,37.9,1
OM-HIST-22058,OQ,Construction,20908,2,31.67,44.32,46.4,1
OM-HIST-22059,Royal Oman Police,Construction,130964,14,29.58,37.14,41.62,0
OM-HIST-22060,OQ,Oil & Gas Infrastructure,92166,9,14.74,41.8,68.73,1
OM-HIST-22061,PDO,Oil & Gas Infrastructure,388100,10,27.16,22.43,35.46,0
OM-HIST-22062,Nama Group,IT Services,25119,12,19.8,54.64,52.45,0
OM-HIST-22063,Nama Group,Medical Supplies,20000,5,32.56,55.18,90.6,0
OM-HIST-22064,Royal Oman Police,Medical Supplies,339514,9,6.22,26.33,32.49,1
OM-HIST-22065,PDO,Oil & Gas Infrastructure,158444,8,20.38,46.27,51.96,1
OM-HIST-22066,PDO,Construction,20000,8,17.02,19.2,78.54,0
OM-HIST-22067,Nama Group,Oil & Gas Infrastructure,121336,15,32.37,58.26,81.59,0
OM-HIST-22068,PDO,Construction,693714,11,20.42,52.71,45.84,0
OM-HIST-22069,PDO,Construction,170100,11,19.19,48.04,58.4,0
OM-HIST-22070,OQ,IT Services,67521,6,20.05,12.29,55.91,1
OM-HIST-22071,Royal Oman Police,Construction,191149,6,5.15,20.36,80.83,1
OM-HIST-22072,OQ,Construction,20000,6,18.87,49.51,71.27,1
OM-HIST-22073,Ministry of Health,IT Services,463416,2,26.27,21.05,69.74,0
OM-HIST-22074,PDO,Medical Supplies,20000,15,18.82,31.04,68.69,0
OM-HIST-22075,Ministry of Transport,Electrical Substation,170039,10,5.38,27.03,52.51,1
OM-HIST-22076,OQ,Electrical Substation,581702,15,27.28,20.53,75.35,0
OM-HIST-22077,Nama Group,Construction,132306,8,5.97,52.61,92.9,1
OM-HIST-22078,Nama Group,Medical Supplies,11116920,7,7.49,47.4,64.42,1
OM-HIST-22079,PDO,Construction,20000,9,25.24,11.48,70.62,0
OM-HIST-22080,Ministry of Health,Construction,125802,11,17.95,59.79,31.52,0
OM-HIST-22081,PDO,Medical Supplies,16978343,13,19.72,21.74,89.88,1
OM-HIST-22082,PDO,Medical Supplies,287290,15,8.7,29.79,43.73,1
OM-HIST-22083,OQ,Construction,951483,4,30.95,48.34,93.98,0
OM-HIST-22084,OQ,Medical Supplies,135025,8,15.56,20.89,88.53,0
OM-HIST-22085,Nama Group,Construction,851560,12,8.17,54.24,92.42,0
OM-HIST-22086,PDO,Construction,39387,10,21.07,29.61,85.84,0
OM-HIST-22087,PDO,Electrical Substation,20000,6,29.78,32.47,90.05,0
OM-HIST-22088,Nama Group,Construction,131606,2,20.98,26.7,60.16,1
OM-HIST-22089,PDO,Oil & Gas Infrastructure,171198,8,22.4,30.9,57.19,1
OM-HIST-22090,Nama Group,Oil & Gas Infrastructure,61453,11,11.73,40.49,62.72,1
OM-HIST-22091,Royal Oman Police,Medical Supplies,66480,13,17.26,11.14,69.64,0
OM-HIST-22092,Nama Group,Electrical Substation,20000,12,7.73,28.51,78.29,0
OM-HIST-22093,PDO,Electrical Substation,31108,10,20.34,19.65,89.36,0
OM-HIST-22094,PDO,IT Services,446385,4,19.17,45.64,42.99,1
OM-HIST-22095,OQ,Oil & Gas Infrastructure,25809,2,11.21,33.06,45.93,1
OM-HIST-22096,Nama Group,IT Services,20000,14,10.31,33.07,71.69,0
OM-HIST-22097,OQ,Construction,479977,15,32.6,17.96,60.04,0
OM-HIST-22098,OQ,Oil & Gas Infrastructure,20000,13,5.97,43.84,86.36,0
OM-HIST-22099,PDO,Electrical Substation,234380,3,28.49,57.88,87.42,0
OM-HIST-22100,PDO,Medical Supplies,41763,12,34.68,45.74,58.5,0
OM-HIST-22101,OQ,Oil & Gas Infrastructure,20000,6,29.35,51.42,77.13,1
OM-HIST-22102,PDO,Electrical Substation,825323,13,32.82,41.46,58.6,0
OM-HIST-22103,Nama Group,Oil & Gas Infrastructure,98498,4,30.41,47.9,67.69,0
OM-HIST-22104,PDO,IT Services,128286,7,17.39,26.99,89.34,0
OM-HIST-22105,PDO,IT Services,61071,6,7.91,42.1,34.81,1
OM-HIST-22106,Nama Group,Electrical Substation,21163,14,12.34,23.0,49.19,0
OM-HIST-22107,Ministry of Health,Electrical Substation,20000,13,12.74,23.76,32.32,0
OM-HIST-22108,Nama Group,Medical Supplies,188067,6,5.78,54.01,66.63,0
OM-HIST-22109,OQ,Construction,446163,13,9.75,41.69,60.89,1
OM-HIST-22110,Ministry of Transport,Construction,20204,4,27.31,44.75,39.52,0
OM-HIST-22111,PDO,Electrical Substation,20000,6,24.1,11.4,43.76,0
OM-HIST-22112,Royal Oman Police,Medical Supplies,20213,2,12.78,46.06,78.45,0
OM-HIST-22113,OQ,Electrical Substation,320117,9,23.55,18.52,52.37,0
OM-HIST-22114,Nama Group,Medical Supplies,754395,7,20.7,28.9,90.2,0
OM-HIST-22115,PDO,Medical Supplies,172182,9,10.26,54.86,30.93,1
OM-HIST-22116,OQ,Construction,3750368,5,14.28,21.22,48.09,0
OM-HIST-22117,PDO,Oil & Gas Infrastructure,129579,12,10.91,34.94,67.01,1
OM-HIST-22118,OQ,Oil & Gas Infrastructure,123549,15,27.39,50.94,81.2,0
OM-HIST-22119,OQ,IT Services,1996729,7,24.93,29.92,36.42,1
OM-HIST-22120,OQ,Oil & Gas Infrastructure,189387,6,21.6,36.74,78.18,0
OM-HIST-22121,Ministry of Transport,Oil & Gas Infrastructure,114417,9,22.0,22.4,46.64,0
OM-HIST-22122,OQ,IT Services,833110,5,25.69,32.8,32.62,0
OM-HIST-22123,PDO,Medical Supplies,428838,6,7.74,19.5,84.0,1
OM-HIST-22124,Nama Group,IT Services,207855,10,14.08,20.39,45.86,0
OM-HIST-22125,Royal Oman Police,Electrical Substation,20000,9,7.95,54.08,33.32,0
OM-HIST-22126,Nama Group,Oil & Gas Infrastructure,238127,5,19.35,32.09,60.94,1
OM-HIST-22127,Ministry of Transport,Medical Supplies,38175,5,22.95,25.0,30.62,0
OM-HIST-22128,Ministry of Health,Oil & Gas Infrastructure,128442,13,31.6,48.87,42.66,0
OM-HIST-22129,Nama Group,Medical Supplies,2003012,14,18.69,10.02,79.05,0
OM-HIST-22130,OQ,Electrical Substation,1246926,12,10.3,35.36,63.42,0
OM-HIST-22131,Nama Group,Construction,22441,6,31.02,22.45,47.89,0
OM-HIST-22132,PDO,Construction,105018,12,18.2,58.86,91.47,1
OM-HIST-22133,Nama Group,Construction,340893,10,19.12,18.16,34.26,0
OM-HIST-22134,Ministry of Health,Construction,31320,3,32.76,32.16,71.46,0
OM-HIST-22135,OQ,IT Services,199764,5,28.36,48.14,43.86,0
OM-HIST-22136,PDO,Construction,467239,14,20.91,15.15,49.5,0
OM-HIST-22137,Ministry of Health,Medical Supplies,135306,12,9.64,17.82,79.82,0
OM-HIST-22138,Nama Group,IT Services,4468791,11,24.88,26.28,63.57,0
OM-HIST-22139,OQ,Medical Supplies,171498,14,17.51,46.32,44.87,1
OM-HIST-22140,Nama Group,Construction,402096,7,9.35,26.69,53.01,1
OM-HIST-22141,Nama Group,Electrical Substation,270204,6,17.76,29.68,57.11,0
OM-HIST-22142,Nama Group,Electrical Substation,138270,2,34.06,27.68,82.35,0
OM-HIST-22143,Nama Group,Construction,318211,2,29.56,20.11,73.03,0
OM-HIST-22144,PDO,Construction,252565,2,14.66,49.55,51.17,1
OM-HIST-22145,Ministry of Health,IT Services,233231,14,11.45,35.15,85.67,1
OM-HIST-22146,Nama Group,IT Services,187478,4,14.76,33.98,76.88,0
OM-HIST-22147,Nama Group,Oil & Gas Infrastructure,1768434,14,24.78,44.39,89.08,0
OM-HIST-22148,Nama Group,Construction,343831,11,22.58,12.97,33.65,1
OM-HIST-22149,Ministry of Transport,Medical Supplies,36407,7,18.14,24.21,60.67,0
OM-HIST-22150,Nama Group,Oil & Gas Infrastructure,106152,7,34.32,46.62,83.58,0
OM-HIST-22151,Nama Group,Medical Supplies,328379,6,22.22,38.09,58.49,1
OM-HIST-22152,OQ,Medical Supplies,60074,14,24.82,37.83,83.13,0
OM-HIST-22153,PDO,IT Services,118039,14,28.1,53.54,75.45,0
OM-HIST-22154,PDO,Construction,20000,14,18.38,54.23,41.97,1
OM-HIST-22155,Ministry of Health,Electrical Substation,149032,7,14.99,43.88,75.76,1
OM-HIST-22156,Ministry of Transport,Oil & Gas Infrastructure,27825,4,8.58,30.54,55.76,1
OM-HIST-22157,Nama Group,Oil & Gas Infrastructure,4273070,15,20.85,55.65,63.3,1
OM-HIST-22158,Ministry of Transport,Electrical Substation,632603,2,33.79,53.65,51.26,0
OM-HIST-22159,Ministry of Health,Construction,6839847,11,15.01,13.36,34.91,0
OM-HIST-22160,OQ,Medical Supplies,137835,14,8.37,17.91,63.38,0
OM-HIST-22161,Nama Group,Medical Supplies,20000,9,23.3,59.65,78.87,0
OM-HIST-22162,OQ,Electrical Substation,54956,15,13.31,32.56,87.24,0
OM-HIST-22163,Nama Group,Construction,20000,3,10.45,38.76,59.51,1
OM-HIST-22164,OQ,Electrical Substation,55728,2,17.04,24.69,70.54,1
OM-HIST-22165,PDO,Oil & Gas Infrastructure,557015,5,14.67,17.52,85.61,0
OM-HIST-22166,Ministry of Health,Construction,107116,10,18.73,43.27,80.05,1
OM-HIST-22167,Nama Group,Construction,191828,13,31.02,17.63,80.24,0
OM-HIST-22168,Ministry of Health,IT Services,20000,3,5.79,40.1,84.91,1
OM-HIST-22169,PDO,Medical Supplies,1284360,7,33.64,26.37,50.5,0
OM-HIST-22170,Ministry of Transport,IT Services,961145,5,14.09,31.21,47.62,0
OM-HIST-22171,Nama Group,IT Services,182000,14,15.66,16.87,88.43,0
OM-HIST-22172,Nama Group,Electrical Substation,1635559,2,18.32,47.2,78.09,1
OM-HIST-22173,Royal Oman Police,Electrical Substation,175254,9,16.98,20.28,54.73,0
OM-HIST-22174,Nama Group,Oil & Gas Infrastructure,41692,4,20.2,38.92,63.57,1
OM-HIST-22175,Ministry of Health,IT Services,46465,3,33.22,47.03,53.3,0
OM-HIST-22176,OQ,Electrical Substation,97541,5,11.31,14.54,62.95,1
OM-HIST-22177,Nama Group,Medical Supplies,214798,3,33.35,10.81,54.7,0
OM-HIST-22178,OQ,Oil & Gas Infrastructure,32594,7,15.81,25.5,34.24,0
OM-HIST-22179,PDO,Construction,21919,5,34.99,14.22,71.83,0
OM-HIST-22180,PDO,Electrical Substation,176762,2,33.54,23.74,72.08,0
OM-HIST-22181,Ministry of Health,IT Services,1016567,15,12.47,38.23,38.32,0
OM-HIST-22182,PDO,Electrical Substation,23266,14,6.17,39.81,43.64,0
OM-HIST-22183,OQ,Construction,241924,7,23.53,51.16,57.25,1
OM-HIST-22184,Nama Group,Medical Supplies,295869,4,27.26,50.52,41.8,0
OM-HIST-22185,PDO,Oil & Gas Infrastructure,127509,14,9.87,34.88,49.89,0
OM-HIST-22186,Royal Oman Police,Construction,1923299,11,14.63,49.16,51.55,0
OM-HIST-22187,PDO,Oil & Gas Infrastructure,230859,13,31.16,55.68,33.02,0
OM-HIST-22188,Royal Oman Police,Medical Supplies,415348,13,20.76,17.91,30.97,0
OM-HIST-22189,PDO,Oil & Gas Infrastructure,29728,8,34.65,15.62,60.92,0
OM-HIST-22190,Ministry of Health,Medical Supplies,97035,9,9.03,40.16,71.4,1
OM-HIST-22191,Nama Group,Electrical Substation,362692,6,8.85,42.82,53.76,1
OM-HIST-22192,OQ,Oil & Gas Infrastructure,38916,9,19.78,51.55,67.13,1
OM-HIST-22193,Nama Group,Medical Supplies,119315,4,29.16,17.13,72.85,0
OM-HIST-22194,PDO,Electrical Substation,45737,6,31.61,15.26,44.7,0
OM-HIST-22195,Ministry of Transport,Construction,137076,7,26.31,33.11,68.4,0
OM-HIST-22196,Nama Group,Construction,119997,14,31.99,26.4,54.36,0
OM-HIST-22197,Ministry of Health,Oil & Gas Infrastructure,943843,13,32.18,29.25,33.12,0
OM-HIST-22198,PDO,IT Services,47337,2,9.29,11.71,81.66,1
OM-HIST-22199,Ministry of Health,Construction,2684230,2,22.16,34.19,52.35,1
